ticket_id,subject,description,ticket_text,category,priority
635,Urgent: Remove access for departing employee immediately,"Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. This is severely impacting our daily operations and client deliverable deadlines.","Urgent: Remove access for departing employee immediately. Employee has resigned effective immediately today. Please disable AD account, revoke OAuth tokens, and forward emails to manager. This is severely impacting our daily operations and client deliverable deadlines.",Account,Critical
636,Urgent: Payment receipt not emailed after successful transaction,Credit card was successfully charged yesterday but confirmation receipt and license key were not delivered to billing@company.com. Tested across multiple workstations and the behavior is completely reproducible.,Urgent: Payment receipt not emailed after successful transaction. Credit card was successfully charged yesterday but confirmation receipt and license key were not delivered to billing@company.com. Tested across multiple workstations and the behavior is completely reproducible.,Payment,Low
637,Help needed: Slack desktop client white blank screen,Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. Logs and system diagnostic details have been captured and can be provided upon request.,Help needed: Slack desktop client white blank screen. Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. Logs and system diagnostic details have been captured and can be provided upon request.,Software,Low
638,Urgent: DNS resolution failure for internal domains,Cannot resolve internal domain portal.internal.company.com. Nslookup returns SERVFAIL from primary DNS server 10.0.0.2. Urgent assistance required as this is blocking our production workflow.,Urgent: DNS resolution failure for internal domains. Cannot resolve internal domain portal.internal.company.com. Nslookup returns SERVFAIL from primary DNS server 10.0.0.2. Urgent assistance required as this is blocking our production workflow.,Network,High
639,Purchase order PO number missing on invoice,Our accounts payable system rejects invoices without PO-98432 printed on the document. Please add PO number and re-send PDF invoice. Several other team members in our department are facing the exact same problem.,Purchase order PO number missing on invoice. Our accounts payable system rejects invoices without PO-98432 printed on the document. Please add PO number and re-send PDF invoice. Several other team members in our department are facing the exact same problem.,Payment,Low
640,Help needed: Laptop battery swelling and trackpad lifting,Noticeable bulge beneath the trackpad on my ThinkPad. The touchpad is physically displaced. Battery is dangerously swollen and won't hold charge. Tested across multiple workstations and the behavior is completely reproducible.,Help needed: Laptop battery swelling and trackpad lifting. Noticeable bulge beneath the trackpad on my ThinkPad. The touchpad is physically displaced. Battery is dangerously swollen and won't hold charge. Tested across multiple workstations and the behavior is completely reproducible.,Hardware,Critical
641,Help needed: Power supply unit burning smell,Desktop PC suddenly lost power and emitted a faint electrical burning odor. System refuses to turn on when power button is pressed. No motherboard LEDs lit. Urgent assistance required as this is blocking our production workflow.,Help needed: Power supply unit burning smell. Desktop PC suddenly lost power and emitted a faint electrical burning odor. System refuses to turn on when power button is pressed. No motherboard LEDs lit. Urgent assistance required as this is blocking our production workflow.,Hardware,Critical
642,[Issue] USB-C docking station ethernet port dead,"My Dell docking station powers the laptop and displays to dual monitors, but the RJ45 ethernet port has no link lights and network is disconnected. We noticed this error intermittently over the past week, but now it occurs constantly.","[Issue] USB-C docking station ethernet port dead. My Dell docking station powers the laptop and displays to dual monitors, but the RJ45 ethernet port has no link lights and network is disconnected. We noticed this error intermittently over the past week, but now it occurs constantly.",Hardware,Medium
643,Hard drive clicking noise and I/O error,Secondary internal 1TB Seagate drive is producing rhythmic clicking noises. Windows Explorer freezes and throws 'The request failed due to a fatal device hardware error'. Urgent assistance required as this is blocking our production workflow.,Hard drive clicking noise and I/O error. Secondary internal 1TB Seagate drive is producing rhythmic clicking noises. Windows Explorer freezes and throws 'The request failed due to a fatal device hardware error'. Urgent assistance required as this is blocking our production workflow.,Hardware,High
644,[Issue] Billing currency incorrect charged in EUR instead of USD,"Our master services agreement stipulates USD billing, but latest charge came through as 499 EUR with high foreign exchange fees.","[Issue] Billing currency incorrect charged in EUR instead of USD. Our master services agreement stipulates USD billing, but latest charge came through as 499 EUR with high foreign exchange fees.",Payment,Medium
645,[Issue] High latency spike to Europe branch office,"Site-to-site IPsec VPN tunnel between US and EU offices experiencing 450ms latency, causing database replication delays. Several other team members in our department are facing the exact same problem.","[Issue] High latency spike to Europe branch office. Site-to-site IPsec VPN tunnel between US and EU offices experiencing 450ms latency, causing database replication delays. Several other team members in our department are facing the exact same problem.",Network,High
646,[Issue] Database deadlock detected in transaction execution,Deadlock found when trying to get lock on table Ticket_Comments during concurrent status update. Transaction was aborted by database engine. Tested across multiple workstations and the behavior is completely reproducible.,[Issue] Database deadlock detected in transaction execution. Deadlock found when trying to get lock on table Ticket_Comments during concurrent status update. Transaction was aborted by database engine. Tested across multiple workstations and the behavior is completely reproducible.,Technical Issue,High
647,[Issue] Data export CSV corrupted with incomplete rows,"Exporting historical ticket reports with >10,000 rows generates truncated CSV file stopping midway at row 3,420 with trailing commas.","[Issue] Data export CSV corrupted with incomplete rows. Exporting historical ticket reports with >10,000 rows generates truncated CSV file stopping midway at row 3,420 with trailing commas.",Technical Issue,Medium
648,Help needed: Software license activation key invalid,"Reinstalled AutoCAD on my new machine, but the company serial number produces error 'Registration-Activation Error (0015.111)'. Need license reactivation. This is severely impacting our daily operations and client deliverable deadlines.","Help needed: Software license activation key invalid. Reinstalled AutoCAD on my new machine, but the company serial number produces error 'Registration-Activation Error (0015.111)'. Need license reactivation. This is severely impacting our daily operations and client deliverable deadlines.",Software,Medium
649,Urgent: Slack desktop client white blank screen,Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. This is severely impacting our daily operations and client deliverable deadlines.,Urgent: Slack desktop client white blank screen. Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. This is severely impacting our daily operations and client deliverable deadlines.,Software,Low
650,Help needed: Payment receipt not emailed after successful transaction,Credit card was successfully charged yesterday but confirmation receipt and license key were not delivered to billing@company.com. This is severely impacting our daily operations and client deliverable deadlines.,Help needed: Payment receipt not emailed after successful transaction. Credit card was successfully charged yesterday but confirmation receipt and license key were not delivered to billing@company.com. This is severely impacting our daily operations and client deliverable deadlines.,Payment,Low
651,Database query connection timeout during peak hours - Request assistance,"Database connection pool exhausted on master MySQL cluster. Client applications receive 'OperationalError 2006: MySQL server has gone away'. We noticed this error intermittently over the past week, but now it occurs constantly.","Database query connection timeout during peak hours - Request assistance. Database connection pool exhausted on master MySQL cluster. Client applications receive 'OperationalError 2006: MySQL server has gone away'. We noticed this error intermittently over the past week, but now it occurs constantly.",Technical Issue,Critical
652,Slack desktop client white blank screen,"Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. We noticed this error intermittently over the past week, but now it occurs constantly.","Slack desktop client white blank screen. Slack application opens to a solid blank white window. Ctrl+R to reload does not render UI. Browser version works fine. We noticed this error intermittently over the past week, but now it occurs constantly.",Software,Low
653,Urgent: Background worker queue stalled and backlog growing,"Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state.","Urgent: Background worker queue stalled and backlog growing. Celery / Redis background task queue is not processing asynchronous email notification jobs. 15,000 tasks stuck in pending state.",Technical Issue,High
654,Laptop display flickering violently,The built-in screen on my Dell Latitude keeps flickering whenever I adjust the hinge. It goes completely black for a few seconds. Need a replacement or cable check. Logs and system diagnostic details have been captured and can be provided upon request.,Laptop display flickering violently. The built-in screen on my Dell Latitude keeps flickering whenever I adjust the hinge. It goes completely black for a few seconds. Need a replacement or cable check. Logs and system diagnostic details have been captured and can be provided upon request.,Hardware,High
655,Invoice shows incorrect billing address and company name,The billing address on invoice INV-2026-0889 lists our old office address in London instead of our new headquarters in Manchester. Please reissue. Please advise on immediate troubleshooting steps or dispatch a technician.,Invoice shows incorrect billing address and company name. The billing address on invoice INV-2026-0889 lists our old office address in London instead of our new headquarters in Manchester. Please reissue. Please advise on immediate troubleshooting steps or dispatch a technician.,Payment,Low
656,Search query elasticsearch index synchronization lag - Request assistance,Newly created tickets do not appear in search results for up to 45 minutes. Full-text search indexer seems to be lagging behind database binlog. This issue started occurring after the system maintenance yesterday.,Search query elasticsearch index synchronization lag - Request assistance. Newly created tickets do not appear in search results for up to 45 minutes. Full-text search indexer seems to be lagging behind database binlog. This issue started occurring after the system maintenance yesterday.,Technical Issue,Medium
657,Help needed: Proxy server authentication pop-up loop,"Browser continuously prompts for proxy credentials every time a new website is navigated, rejecting valid domain credentials. Logs and system diagnostic details have been captured and can be provided upon request.","Help needed: Proxy server authentication pop-up loop. Browser continuously prompts for proxy credentials every time a new website is navigated, rejecting valid domain credentials. Logs and system diagnostic details have been captured and can be provided upon request.",Network,Medium
658,[Issue] Cron job for SLA breach calculation not triggering,Scheduled cron task responsible for marking overdue tickets as 'SLA BREACHED' failed to execute for the last 6 hours. This issue started occurring after the system maintenance yesterday.,[Issue] Cron job for SLA breach calculation not triggering. Scheduled cron task responsible for marking overdue tickets as 'SLA BREACHED' failed to execute for the last 6 hours. This issue started occurring after the system maintenance yesterday.,Technical Issue,High
659,[Issue] Garbled UTF-8 character encoding in exported reports,Exported customer names with accents or non-ASCII characters display as 'Ã©' instead of 'é' due to missing charset header in API response. Urgent assistance required as this is blocking our production workflow.,[Issue] Garbled UTF-8 character encoding in exported reports. Exported customer names with accents or non-ASCII characters display as 'Ã©' instead of 'é' due to missing charset header in API response. Urgent assistance required as this is blocking our production workflow.,Technical Issue,High
660,[Issue] Router gateway unreachable on subnet 192.168.10.0,"Workstations on VLAN 10 cannot ping default gateway 192.168.10.1. Local switch interface shows orange amber blinking LED. We have already attempted rebooting the system, but the problem persists.","[Issue] Router gateway unreachable on subnet 192.168.10.0. Workstations on VLAN 10 cannot ping default gateway 192.168.10.1. Local switch interface shows orange amber blinking LED. We have already attempted rebooting the system, but the problem persists.",Network,Critical
661,Help needed: Webhook delivery failing with HTTP 404 response,Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. Urgent assistance required as this is blocking our production workflow.,Help needed: Webhook delivery failing with HTTP 404 response. Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. Urgent assistance required as this is blocking our production workflow.,Technical Issue,High
662,Help needed: REST API returning HTTP 500 Internal Server Error,"Calls to endpoint /api/v2/orders/batch are consistently failing with HTTP 500 Internal Server Error. Response payload contains uncaught NullPointerException. We have already attempted rebooting the system, but the problem persists.","Help needed: REST API returning HTTP 500 Internal Server Error. Calls to endpoint /api/v2/orders/batch are consistently failing with HTTP 500 Internal Server Error. Response payload contains uncaught NullPointerException. We have already attempted rebooting the system, but the problem persists.",Technical Issue,Critical
663,[Issue] Software license activation key invalid,"Reinstalled AutoCAD on my new machine, but the company serial number produces error 'Registration-Activation Error (0015.111)'. Need license reactivation. Tested across multiple workstations and the behavior is completely reproducible.","[Issue] Software license activation key invalid. Reinstalled AutoCAD on my new machine, but the company serial number produces error 'Registration-Activation Error (0015.111)'. Need license reactivation. Tested across multiple workstations and the behavior is completely reproducible.",Software,Medium
664,[Issue] VoIP desk phone unregistered from PBX,"Cisco IP phone on desk 14 shows 'Registration Failed'. No dial tone and cannot receive incoming transfers from receptionist. We noticed this error intermittently over the past week, but now it occurs constantly.","[Issue] VoIP desk phone unregistered from PBX. Cisco IP phone on desk 14 shows 'Registration Failed'. No dial tone and cannot receive incoming transfers from receptionist. We noticed this error intermittently over the past week, but now it occurs constantly.",Network,Medium
665,Urgent: Laser printer paper jam in tray 2,"The HP LaserJet printer on the 3rd floor has a continuous paper jam error. Opened tray 2 and cleared paper, but roller error indicator remains red. Urgent assistance required as this is blocking our production workflow.","Urgent: Laser printer paper jam in tray 2. The HP LaserJet printer on the 3rd floor has a continuous paper jam error. Opened tray 2 and cleared paper, but roller error indicator remains red. Urgent assistance required as this is blocking our production workflow.",Hardware,High
666,[Issue] Slow network bandwidth and high packet loss,Upload and download speeds on wired ethernet are capped under 2 Mbps instead of the Gigabit link. Ping tests show 35% packet loss to local gateway. Urgent assistance required as this is blocking our production workflow.,[Issue] Slow network bandwidth and high packet loss. Upload and download speeds on wired ethernet are capped under 2 Mbps instead of the Gigabit link. Ping tests show 35% packet loss to local gateway. Urgent assistance required as this is blocking our production workflow.,Network,High
667,[Issue] Stripe checkout payment gateway throwing error 402,"When attempting to pay invoice online, checkout modal throws error 'Payment Required: card_declined'. Bank confirms no block on our end. Several other team members in our department are facing the exact same problem.","[Issue] Stripe checkout payment gateway throwing error 402. When attempting to pay invoice online, checkout modal throws error 'Payment Required: card_declined'. Bank confirms no block on our end. Several other team members in our department are facing the exact same problem.",Payment,High
668,Help needed: Guest WiFi captive portal not loading,"Visitors connecting to 'Guest-WiFi' do not get redirected to the terms & conditions login page, leaving them without web connectivity. Urgent assistance required as this is blocking our production workflow.","Help needed: Guest WiFi captive portal not loading. Visitors connecting to 'Guest-WiFi' do not get redirected to the terms & conditions login page, leaving them without web connectivity. Urgent assistance required as this is blocking our production workflow.",Network,High
669,Google Chrome memory leak consuming 14GB RAM,"Chrome browser consumes all available system RAM after 3 hours of usage with only 6 tabs open, slowing the entire operating system to a crawl.","Google Chrome memory leak consuming 14GB RAM. Chrome browser consumes all available system RAM after 3 hours of usage with only 6 tabs open, slowing the entire operating system to a crawl.",Software,Medium
670,Help needed: SSL certificate error visiting company intranet,Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. This issue started occurring after the system maintenance yesterday.,Help needed: SSL certificate error visiting company intranet. Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. This issue started occurring after the system maintenance yesterday.,Network,High
671,Excel crashes when opening large pivot table - Request assistance,"Microsoft Excel 365 freezes and abruptly crashes whenever I open our quarterly sales workbook containing 80,000 rows. Event Viewer logs faulting module ntdll.dll. This issue started occurring after the system maintenance yesterday.","Excel crashes when opening large pivot table - Request assistance. Microsoft Excel 365 freezes and abruptly crashes whenever I open our quarterly sales workbook containing 80,000 rows. Event Viewer logs faulting module ntdll.dll. This issue started occurring after the system maintenance yesterday.",Software,High
672,Outlook desktop stuck on loading profile - Request assistance,"Opening Microsoft Outlook hangs indefinitely at the splash screen saying 'Loading Profile'. Tried starting in Safe Mode (outlook.exe /safe) with no success. We noticed this error intermittently over the past week, but now it occurs constantly.","Outlook desktop stuck on loading profile - Request assistance. Opening Microsoft Outlook hangs indefinitely at the splash screen saying 'Loading Profile'. Tried starting in Safe Mode (outlook.exe /safe) with no success. We noticed this error intermittently over the past week, but now it occurs constantly.",Software,High
673,[Issue] SSL certificate error visiting company intranet,Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. Urgent assistance required as this is blocking our production workflow.,[Issue] SSL certificate error visiting company intranet. Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. Urgent assistance required as this is blocking our production workflow.,Network,High
674,Help needed: Windows 11 update stuck at 78% loop,"Cumulative update KB5034441 has been stuck at 78% for 4 hours. Rebooting causes the system to attempt rollback and install again in an endless loop. We have already attempted rebooting the system, but the problem persists.","Help needed: Windows 11 update stuck at 78% loop. Cumulative update KB5034441 has been stuck at 78% for 4 hours. Rebooting causes the system to attempt rollback and install again in an endless loop. We have already attempted rebooting the system, but the problem persists.",Software,High
675,Help needed: Unexpected price increase on monthly statement,"Our monthly subscription billed at $450 instead of our contracted rate of $350. Please review pricing tier agreement and adjust the balance. We noticed this error intermittently over the past week, but now it occurs constantly.","Help needed: Unexpected price increase on monthly statement. Our monthly subscription billed at $450 instead of our contracted rate of $350. Please review pricing tier agreement and adjust the balance. We noticed this error intermittently over the past week, but now it occurs constantly.",Payment,Medium
676,Google Chrome memory leak consuming 14GB RAM,"Chrome browser consumes all available system RAM after 3 hours of usage with only 6 tabs open, slowing the entire operating system to a crawl. Logs and system diagnostic details have been captured and can be provided upon request.","Google Chrome memory leak consuming 14GB RAM. Chrome browser consumes all available system RAM after 3 hours of usage with only 6 tabs open, slowing the entire operating system to a crawl. Logs and system diagnostic details have been captured and can be provided upon request.",Software,Medium
677,[Issue] Wireless mouse cursor jumping erratically,The Logitech wireless mouse cursor stutters across the screen and skips pixels even with fresh AA batteries. Mousepad is clean. Several other team members in our department are facing the exact same problem.,[Issue] Wireless mouse cursor jumping erratically. The Logitech wireless mouse cursor stutters across the screen and skips pixels even with fresh AA batteries. Mousepad is clean. Several other team members in our department are facing the exact same problem.,Hardware,Low
678,[Issue] Billing currency incorrect charged in EUR instead of USD,"Our master services agreement stipulates USD billing, but latest charge came through as 499 EUR with high foreign exchange fees. This is severely impacting our daily operations and client deliverable deadlines.","[Issue] Billing currency incorrect charged in EUR instead of USD. Our master services agreement stipulates USD billing, but latest charge came through as 499 EUR with high foreign exchange fees. This is severely impacting our daily operations and client deliverable deadlines.",Payment,Medium
679,Password reset link expired before use,"Requested a self-service password reset email, but clicking the token link gives error 'Reset token has expired'. Please send a fresh reset link. We noticed this error intermittently over the past week, but now it occurs constantly.","Password reset link expired before use. Requested a self-service password reset email, but clicking the token link gives error 'Reset token has expired'. Please send a fresh reset link. We noticed this error intermittently over the past week, but now it occurs constantly.",Account,Medium
680,Memory consumption on API container growing continuously - Request assistance,"Docker container memory usage rises from 200MB to 3.8GB over 48 hours without releasing, indicating a memory leak in the connection pool. This issue started occurring after the system maintenance yesterday.","Memory consumption on API container growing continuously - Request assistance. Docker container memory usage rises from 200MB to 3.8GB over 48 hours without releasing, indicating a memory leak in the connection pool. This issue started occurring after the system maintenance yesterday.",Technical Issue,High
681,[Issue] File compression utility producing corrupted archives,7-Zip creates archives that fail CRC checksum validation when extracted on recipient workstations. Error: 'Data error in encrypted file'. This issue started occurring after the system maintenance yesterday.,[Issue] File compression utility producing corrupted archives. 7-Zip creates archives that fail CRC checksum validation when extracted on recipient workstations. Error: 'Data error in encrypted file'. This issue started occurring after the system maintenance yesterday.,Software,Low
682,[Issue] API rate limiting triggered incorrectly on internal services,Internal microservice is receiving HTTP 429 Too Many Requests when communicating with the auth service on the local network. Several other team members in our department are facing the exact same problem.,[Issue] API rate limiting triggered incorrectly on internal services. Internal microservice is receiving HTTP 429 Too Many Requests when communicating with the auth service on the local network. Several other team members in our department are facing the exact same problem.,Technical Issue,High
683,[Issue] Data export CSV corrupted with incomplete rows,"Exporting historical ticket reports with >10,000 rows generates truncated CSV file stopping midway at row 3,420 with trailing commas. Several other team members in our department are facing the exact same problem.","[Issue] Data export CSV corrupted with incomplete rows. Exporting historical ticket reports with >10,000 rows generates truncated CSV file stopping midway at row 3,420 with trailing commas. Several other team members in our department are facing the exact same problem.",Technical Issue,Medium
684,[Issue] Webhook delivery failing with HTTP 404 response,Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. Logs and system diagnostic details have been captured and can be provided upon request.,[Issue] Webhook delivery failing with HTTP 404 response. Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. Logs and system diagnostic details have been captured and can be provided upon request.,Technical Issue,High
685,Urgent: Font rendering corrupted in presentation software,PowerPoint slides are displaying garbled glyphs and overlapping letters instead of standard Arial fonts after the latest OS patch. Logs and system diagnostic details have been captured and can be provided upon request.,Urgent: Font rendering corrupted in presentation software. PowerPoint slides are displaying garbled glyphs and overlapping letters instead of standard Arial fonts after the latest OS patch. Logs and system diagnostic details have been captured and can be provided upon request.,Software,Low
686,SSL certificate error visiting company intranet,"Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. We noticed this error intermittently over the past week, but now it occurs constantly.","SSL certificate error visiting company intranet. Web browsers display NET::ERR_CERT_COMMON_NAME_INVALID when accessing internal wiki. Certificate appears expired as of yesterday. We noticed this error intermittently over the past week, but now it occurs constantly.",Network,High
687,Urgent: Bank wire transfer payment not reflected in account balance,"Wire transfer of $5,000 sent on Thursday with reference WT-4481. Account still shows overdue status and service suspension warning. Logs and system diagnostic details have been captured and can be provided upon request.","Urgent: Bank wire transfer payment not reflected in account balance. Wire transfer of $5,000 sent on Thursday with reference WT-4481. Account still shows overdue status and service suspension warning. Logs and system diagnostic details have been captured and can be provided upon request.",Payment,Critical
688,Shared mailbox permission missing in Outlook,Need 'Send As' and 'Read and Manage' permissions granted for shared mailbox info@company.com. Several other team members in our department are facing the exact same problem.,Shared mailbox permission missing in Outlook. Need 'Send As' and 'Read and Manage' permissions granted for shared mailbox info@company.com. Several other team members in our department are facing the exact same problem.,Account,Low
689,[Issue] Account deactivated following departmental transfer,"My Active Directory account was accidentally marked as disabled during my transfer from Support to Engineering. Cannot access workstation. We noticed this error intermittently over the past week, but now it occurs constantly.","[Issue] Account deactivated following departmental transfer. My Active Directory account was accidentally marked as disabled during my transfer from Support to Engineering. Cannot access workstation. We noticed this error intermittently over the past week, but now it occurs constantly.",Account,Critical
690,[Issue] Database deadlock detected in transaction execution,Deadlock found when trying to get lock on table Ticket_Comments during concurrent status update. Transaction was aborted by database engine.,[Issue] Database deadlock detected in transaction execution. Deadlock found when trying to get lock on table Ticket_Comments during concurrent status update. Transaction was aborted by database engine.,Technical Issue,High
691,Intermittent WebSocket connection drops in dashboard - Request assistance,"Real-time updates in admin portal disconnect with code 1006 every few minutes, requiring manual page refresh to see new tickets. We have already attempted rebooting the system, but the problem persists.","Intermittent WebSocket connection drops in dashboard - Request assistance. Real-time updates in admin portal disconnect with code 1006 every few minutes, requiring manual page refresh to see new tickets. We have already attempted rebooting the system, but the problem persists.",Technical Issue,Medium
692,Urgent: Proxy server authentication pop-up loop,"Browser continuously prompts for proxy credentials every time a new website is navigated, rejecting valid domain credentials. Tested across multiple workstations and the behavior is completely reproducible.","Urgent: Proxy server authentication pop-up loop. Browser continuously prompts for proxy credentials every time a new website is navigated, rejecting valid domain credentials. Tested across multiple workstations and the behavior is completely reproducible.",Network,Medium
693,[Issue] File compression utility producing corrupted archives,7-Zip creates archives that fail CRC checksum validation when extracted on recipient workstations. Error: 'Data error in encrypted file'. Logs and system diagnostic details have been captured and can be provided upon request.,[Issue] File compression utility producing corrupted archives. 7-Zip creates archives that fail CRC checksum validation when extracted on recipient workstations. Error: 'Data error in encrypted file'. Logs and system diagnostic details have been captured and can be provided upon request.,Software,Low
694,Urgent: Headset microphone not picking up audio,"Jabra USB headset audio output works fine, but teammates cannot hear me in Zoom or Teams meetings. Tested mic on Windows Sound settings with 0% input level. Logs and system diagnostic details have been captured and can be provided upon request.","Urgent: Headset microphone not picking up audio. Jabra USB headset audio output works fine, but teammates cannot hear me in Zoom or Teams meetings. Tested mic on Windows Sound settings with 0% input level. Logs and system diagnostic details have been captured and can be provided upon request.",Hardware,Low
695,[Issue] Requesting W-9 vendor tax form for accounts payable,Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. This issue started occurring after the system maintenance yesterday.,[Issue] Requesting W-9 vendor tax form for accounts payable. Our accounting department requires a signed W-9 form and bank ACH direct deposit details before processing the outstanding purchase order. This issue started occurring after the system maintenance yesterday.,Payment,Low
696,Update official primary email address and alias,My last name has legally changed. Please update my primary email address in Google Workspace / Exchange and create an alias for my previous name. Urgent assistance required as this is blocking our production workflow.,Update official primary email address and alias. My last name has legally changed. Please update my primary email address in Google Workspace / Exchange and create an alias for my previous name. Urgent assistance required as this is blocking our production workflow.,Account,High
697,Unauthorized login attempt detected from foreign IP - Request assistance,"Received security alert email indicating a successful login attempt from an unknown device in Romania. Need immediate password reset and session purge. We noticed this error intermittently over the past week, but now it occurs constantly.","Unauthorized login attempt detected from foreign IP - Request assistance. Received security alert email indicating a successful login attempt from an unknown device in Romania. Need immediate password reset and session purge. We noticed this error intermittently over the past week, but now it occurs constantly.",Account,Critical
698,Invoice shows incorrect billing address and company name - Request assistance,"The billing address on invoice INV-2026-0889 lists our old office address in London instead of our new headquarters in Manchester. Please reissue. We have already attempted rebooting the system, but the problem persists.","Invoice shows incorrect billing address and company name - Request assistance. The billing address on invoice INV-2026-0889 lists our old office address in London instead of our new headquarters in Manchester. Please reissue. We have already attempted rebooting the system, but the problem persists.",Payment,Low
699,Help needed: Purchase order PO number missing on invoice,Our accounts payable system rejects invoices without PO-98432 printed on the document. Please add PO number and re-send PDF invoice. This issue started occurring after the system maintenance yesterday.,Help needed: Purchase order PO number missing on invoice. Our accounts payable system rejects invoices without PO-98432 printed on the document. Please add PO number and re-send PDF invoice. This issue started occurring after the system maintenance yesterday.,Payment,Low
700,Lost smartphone cannot receive MFA 2FA code - Request assistance,Replaced my mobile phone over the weekend and no longer have access to Microsoft Authenticator app. Cannot complete 2FA verification to log in. This issue started occurring after the system maintenance yesterday.,Lost smartphone cannot receive MFA 2FA code - Request assistance. Replaced my mobile phone over the weekend and no longer have access to Microsoft Authenticator app. Cannot complete 2FA verification to log in. This issue started occurring after the system maintenance yesterday.,Account,High
701,Urgent: Firewall blocking outbound port 443 to cloud storage,Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443. This issue started occurring after the system maintenance yesterday.,Urgent: Firewall blocking outbound port 443 to cloud storage. Requests to AWS S3 buckets and GitHub are timing out from our subnet. Security policy appears to be dropping outbound TCP traffic on port 443. This issue started occurring after the system maintenance yesterday.,Network,Critical
702,Mechanical keyboard keys repeating and sticking - Request assistance,The spacebar and Enter key on my office keyboard are sticking physically and registering double keystrokes. Cleaning with compressed air did not fix it. This is severely impacting our daily operations and client deliverable deadlines.,Mechanical keyboard keys repeating and sticking - Request assistance. The spacebar and Enter key on my office keyboard are sticking physically and registering double keystrokes. Cleaning with compressed air did not fix it. This is severely impacting our daily operations and client deliverable deadlines.,Hardware,Low
703,[Issue] Laptop display flickering violently,"The built-in screen on my Dell Latitude keeps flickering whenever I adjust the hinge. It goes completely black for a few seconds. Need a replacement or cable check. We noticed this error intermittently over the past week, but now it occurs constantly.","[Issue] Laptop display flickering violently. The built-in screen on my Dell Latitude keeps flickering whenever I adjust the hinge. It goes completely black for a few seconds. Need a replacement or cable check. We noticed this error intermittently over the past week, but now it occurs constantly.",Hardware,High
704,Webhook delivery failing with HTTP 404 response - Request assistance,"Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. We have already attempted rebooting the system, but the problem persists.","Webhook delivery failing with HTTP 404 response - Request assistance. Webhook notifications for event 'ticket.resolved' fail with status 404 to our endpoint https://crm.company.com/webhook. Headers show missing HMAC signature. We have already attempted rebooting the system, but the problem persists.",Technical Issue,High
705,Adobe Acrobat Reader crashing on PDF sign - Request assistance,"Whenever I attempt to place a digital certificate signature on contract documents, Adobe Acrobat DC closes immediately without an error message. This is severely impacting our daily operations and client deliverable deadlines.","Adobe Acrobat Reader crashing on PDF sign - Request assistance. Whenever I attempt to place a digital certificate signature on contract documents, Adobe Acrobat DC closes immediately without an error message. This is severely impacting our daily operations and client deliverable deadlines.",Software,High
706,Requesting official VAT invoice for tax filing,Need an itemized PDF tax invoice containing our European VAT registration number (DE123456789) for our August subscription payment. Logs and system diagnostic details have been captured and can be provided upon request.,Requesting official VAT invoice for tax filing. Need an itemized PDF tax invoice containing our European VAT registration number (DE123456789) for our August subscription payment. Logs and system diagnostic details have been captured and can be provided upon request.,Payment,Low
707,Urgent: Cannot update security challenge questions,Account settings page throws error 500 when saving new security verification questions for password self-recovery.,Urgent: Cannot update security challenge questions. Account settings page throws error 500 when saving new security verification questions for password self-recovery.,Account,Low
708,Help needed: New employee onboarding credentials not received,New software engineer starts today but has not received their initial login credentials or temporary password for company email. Logs and system diagnostic details have been captured and can be provided upon request.,Help needed: New employee onboarding credentials not received. New software engineer starts today but has not received their initial login credentials or temporary password for company email. Logs and system diagnostic details have been captured and can be provided upon request.,Account,High
